,ECG,TIME
959,2971.463134765625,1609287642.693525
960,2855.122314453125,1609287642.693534
961,2767.8388671875,1609287642.693542
962,2888.225341796875,1609287642.753887
963,2972.916015625,1609287642.753908
964,2878.815185546875,1609287642.753916
965,2783.864990234375,1609287642.753924
966,2879.08349609375,1609287642.753932
967,2974.972412109375,1609287642.75394
968,2897.7470703125,1609287642.753949
969,2780.73583984375,1609287642.753957
970,2814.263427734375,1609287642.753965
971,2928.43603515625,1609287642.753973
972,2897.501220703125,1609287642.753981
973,2792.939697265625,1609287642.753989
974,2815.783203125,1609287642.753997
975,2941.802490234375,1609287642.754005
976,2944.3505859375,1609287642.754013
977,2802.48388671875,1609287642.813995
978,2797.70068359375,1609287642.814042
979,2947.971435546875,1609287642.814048
980,2988.00341796875,1609287642.814056
981,2846.0029296875,1609287642.814062
982,2806.41796875,1609287642.814069
983,2917.394287109375,1609287642.814076
984,2969.943115234375,1609287642.81412
985,2867.08056640625,1609287642.814128
986,2787.575439453125,1609287642.814135
987,2874.68017578125,1609287642.814142
988,2958.990966796875,1609287642.814149
989,2868.913330078125,1609287642.814157
990,2753.10888671875,1609287642.814164
991,2816.744384765625,1609287642.814171
992,2912.96875,1609287642.814179
993,2847.9697265625,1609287642.874584
994,2726.488037109375,1609287642.874594
995,2788.603515625,1609287642.874601
996,2922.669189453125,1609287642.874608
997,2917.43896484375,1609287642.874615
998,2803.19921875,1609287642.874622
999,2823.89697265625,1609287642.874629
1000,2941.35546875,1609287642.874636
1001,2958.186279296875,1609287642.874668
1002,2816.7890625,1609287642.874675
1003,2777.271240234375,1609287642.874682
1004,2888.67236328125,1609287642.874689
1005,2935.968505859375,1609287642.874696
1006,2823.628662109375,1609287642.874703
1007,2760.373291015625,1609287642.87471
1008,2865.47119140625,1609287642.934235
1009,2937.466064453125,1609287642.934255
1010,2847.9697265625,1609287642.934262
1011,2737.082763671875,1609287642.934269
1012,2744.52587890625,1609287642.934276
1013,2683.0810546875,1609287642.934283
1014,2427.958251953125,1609287642.93429
1015,2076.1640625,1609287642.934296
1016,1871.95849609375,1609287642.934303
1017,1759.7081298828125,1609287642.93431
1018,1520.991455078125,1609287642.934317
